idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words
3082	[[0.908819]]	The MoU will be signed between Ministry of Water Resources, River Development and Ganga Rejuvenation, Government of India and the Ministry of Interior, Government of Hungary.	ভাৰত চৰকাৰৰ জল সম্পদ, নদী উন্নয়ন আৰু গংগা পুনৰুজ্জীৱিতকৰণ মন্ত্ৰালয় আৰু হাংগেৰীৰ আভ্যন্তৰীণ মন্ত্ৰালয়ৰ মাজত এই বুজাবুজি চুক্তি স্বাক্ষৰিত হ’ব।	0.908819	True	True
3325	[[0.90722334]]	After you computer turns off, switch it back on. Did your open applications re-open?	আপোনাৰ কমপিউটাৰ বন্ধ হোৱাৰ পিছত, ইয়াক পুনৰ আৰম্ভ কৰিব। আপোনাৰ খোলা এপ্লিকেচনসমূহ আকৌ খোলিছিল নেকি?	0.90722334	True	True
3522	[[0.90442836]]	Hitesh Kakati is a retired teacher who lives with his wife Manorama Kakati happily in a small town.	অৱসৰপ্ৰাপ্ত শিক্ষক হিতেশ কাকতিয়ে তেখেতৰ পত্নী মনোৰমা ককতিৰ সৈতে সৰু চহৰ এখনত সুখেৰে বসবাস কৰে।	0.90442836	True	True
3524	[[0.9064249]]	Number of rows in newly created terminal windows. Has no effect if use_custom_default_size is not enabled.	নতুনকে সৃষ্টি কৰা টাৰ্মিনেল উইন্ডোসমূহত শাৰীসমূহৰ সংখ্যা। কোনো প্ৰভাৱ নেপেলায় যদি use_custom_default_size সামৰ্থবান নাথাকে।	0.9064249	True	True
3604	[[0.90345395]]	The four historical traditions in geographical research are spatial analyses of natural and the human phenomena, area studies of places and regions, studies of human-land relationships, and the Earth sciences.	ভূগোলৰ গৱেষণাৰ চাৰিটা পৰম্পৰাগত ভাগ হৈছে প্ৰকৃতি আৰু মানৱ পৰিঘটনাৰ বিশ্লেষণ, ভূমি অধ্যয়ন (স্থান), মানুহ-ভূমিৰ সম্পৰ্কৰ অধ্যয়ন, আৰু ভূ বিজ্ঞানৰ গৱেষণা।	0.90345395	True	True
3657	[[0.91498685]]	Selection Process: The selection will be on the basis of interview.	নিৰ্বাচন প্ৰক্ৰিয়া : প্ৰাৰ্থীক সাক্ষাৎকাৰৰ জৰিয়তে নিৰ্বাচন কৰা হ’ব ।	0.91498685	True	True
3852	[[0.91421545]]	SSL received a record with an incorrect Message Authentication Code.	SSL এ এটা ভুল বাৰ্তা প্ৰমাণীকৰণ কোডৰ সৈতে সংবাদ গ্ৰহণ কৰিছে।	0.91421545	True	True
3872	[[0.9078745]]	Netscape.cfg/AutoConfig failed. Please contact your system administrator. \n Error: %S failed:	Netscape.cfg/AutoConfig ব্যৰ্থ। আপোনাৰ চিস্টেমৰ প্ৰশাসকক সংযোগ কৰক। \n ত্ৰুটি: %S ব্যৰ্থ:	0.9078745	True	True
3909	[[0.90991724]]	We have to remember that, despite all the resources at our disposal, whenever Indian society has been divided, whenever there have been internal conflicts, external enemies have taken advantage.	আমি মনত ৰাখিব লাগিব যে আমাৰ ইমান সম্পদ থকা সত্ত্বেও যেতিয়াই ভাৰতীয় সমাজত বিভাজন দেখা দিছে, যেতিয়াই আমি আভ্যন্তৰীণ সংঘাতত লিপ্ত হৈছো, তেতিয়াই বহিৰাগত শত্রুসকলে তাৰ সুবিধা লৈছে।	0.90991724	True	True
3915	[[0.9172681]]	The custom filesystem type to create e.g. btrfs, xfs or swap	সৃষ্টি কৰিবলে স্বনিৰ্বাচিত নথিপত্ৰপ্ৰণালী ধৰণ উদাহৰণস্বৰূপ btrfs, xfs অথবা swap	0.9172681	True	True
4288	[[0.900953]]	Excerpts of the PM's inaugural address in eleventh Inter-State Council Meeting at New Delhi	নতুন দিল্লীত একাদশ আন্তঃৰাজ্যিক পৰিষদীয় বৈঠকত প্ৰধানমন্ত্ৰীৰ উদ্বোধনী ভাষণৰ বক্তব্য	0.900953	True	True
4332	[[0.90398]]	It is important for us to know the answers to these questions.	আমাৰ বাবে এই প্ৰশ্নসমূহৰ উত্তৰ জনাটো অতি আৱশ্যক ।	0.90398	True	True
4505	[[0.9232039]]	"""Which type of background should be used for this panel. Possible values are """"gtk"""" - the default GTK+ widget background will be used, """"color"""" - the color key will be used as background color or """"image"""" - the image specified by the image key will be used as background."""	"""এই পেনেলৰ বাবে ব্যৱহৃত পটভূমিৰ প্ৰকৃতি । সম্ভাব্য মান হ'ল """"gtk"""" - অবিকল্পিত GTK+ উইজেট‌ পটভূমি ব্যৱহৃত হ'ব, """"color (ৰঙ)"""" - বাচি লোৱা ৰঙ পটভূমিত ব্যৱহৃত হ'ব বা """"image (ছবি)"""" - নিৰ্বাচিত ছবি পটভূমিতে ব্যৱহৃত হ'ব ।"""	0.9232039	True	True
4555	[[0.90084004]]	"""Mouse button to activate the """"Forward"""" command in browser window"""	"""ব্ৰাউজাৰ উইন্ডোত """"আগলৈ"""" কমান্ড সক্ৰিয় কৰাৰ বাবে মাউছ বুটাম"""	0.90084004	True	True
4569	[[0.90879995]]	Websites prove their identity via certificates, which are issued by certificate authorities. Most browsers no longer trust certificates issued by GeoTrust, RapidSSL, Symantec, Thawte, and VeriSign. { $hostname } uses a certificate from one of these authorities and so the websites identity cannot be proven.	ৱেবছাইটসমূহে প্ৰমাণপত্ৰৰ জৰিয়তে নিজৰ পৰিচয় প্ৰমাণ কৰে যিবোৰ প্ৰমাণপত্ৰ প্ৰাধিকাৰীসমূহৰ দ্বাৰা জাৰি কৰা হয়। বেছিভাগ ব্ৰাউজাৰে GeoTrust, RapidSSL, Symantec, Thawte আৰু VeriSign দ্বাৰা জাৰি কৰা প্ৰমাণপত্ৰসমূহত এতিয়া আৰু বিশ্বাস নকৰে। { $hostname }-এ ইয়াৰে কোনো এটা প্ৰাধিকাৰীৰ প্ৰমাণপত্ৰ ব্যৱহাৰ কৰে আৰু সেয়েহে ৱেবছাইটৰ পৰিচয় প্ৰমাণিত কৰিব নোৱাৰি।	0.90879995	True	True
4591	[[0.91584]]	It is suspected that due to food poisoning, the vultures died.	সন্দেহ কৰা মতে খাদ্যত হোৱা বিষক্ৰিয়াৰ বাবে হাতীজনীৰ মৃত্যু হৈছে।	0.91584	True	True
4763	[[0.90825224]]	Our capacities and needs in the fields of vocational, technical and professional education complement each other, and can benefit both our people.	বৃত্তিমুলক, কাৰিকৰী আৰু প্রযুক্তিগত তথা পেশাদাৰিত্বমূলক শিক্ষাৰ ক্ষেত্ৰত আমাৰ চাহিদা আৰু ক্ষমতা পৰস্পৰৰ পৰিপূৰক আৰু সেইটোৰ পৰা দয়ো দেশৰ জনসাধাৰণেই লাভবান হ’ব পাৰিব।	0.90825224	True	True
4777	[[0.9395727]]	Unable to get the '%s' key inside the dictionary source definition: %s	অভিধান উৎসেৰ সংজ্ঞাত '%s' চাবি প্ৰাপ্ত কৰিবলৈ ব্যৰ্থ: %s	0.9395727	True	True
4999	[[0.94636405]]	Sorry! There are no results in any sections for { $searchTerms }	দুঃখিত! “{ $searchTerms }”ৰ বাবে কোনো বিভাগতে ফলাফল নাই	0.94636405	True	True
5546	[[0.9101193]]	Color target files are needed to convert the image to a color profile.	ছবিটোক এটা ৰঙৰ আলেখ্যলে পৰিবৰ্তন কৰিবলে ৰঙৰ লক্ষ্য ফাইলসমূহৰ প্ৰয়োজন।	0.9101193	True	True
5627	[[0.9305217]]	Other treatment options include pregabalin, tricyclic antidepressants, buspirone, moclobemide, and sertraline, among others.	অন্য চিকিৎসাৰ বিকল্পসমূহ হৈছে: pregabalin, tricyclic antidepressants, buspirone, moclobemide, আৰু seratriline ইত্যাদি।	0.9305217	True	True
5641	[[0.92792666]]	No oFono object manager running, so the oFono backend will be inactive. Either oFono isnt installed or the service cant be started.	কোনো oFono অবজেক্ট ব্যৱস্থাপক চলি থকা নাই, সেয়েহে oFono বেকএণ্ড নিষ্ক্ৰিয় হব। oFono ইনস্টল নাই অথবা সেৱা আৰম্ভ কৰিব নোৱাৰি।	0.92792666	True	True
5686	[[0.9103563]]	Following the war, researchers became interested in a variety of social problems, including issues of gender and racial prejudice.	যুদ্ধৰ পিছত, গৱেষকসকলে বিভিন্ন সামাজিক সমস্যাৰ প্ৰতি আগ্ৰহী হ'ব ধৰিলে, যাৰ ভিতৰত আছে লিঙ্গ আৰু জাতিগত বৈষম্যৰ বিষয়।	0.9103563	True	True
5881	[[0.95043457]]	The actual cause of the fire is still not known.	বৰ্তমানেও জানিব পৰা হোৱা নাই অগ্নিকাণ্ডৰ প্ৰকৃত কাৰণ ৷	0.95043457	True	True
5938	[[0.90463233]]	You can rename the file by changing this field. You can also rename a file outside the properties window. See .	আপুনি এই ফিল্ড পৰিবৰ্তন কৰি ফাইলক পুনৰ নামকৰণ কৰিব পাৰিব। আপুনি এটা ফাইলক বৈশিষ্ট্যসমূহ উইন্ডোৰ বাহিৰতো পুনৰ নামকৰণ কৰিব পাৰিব। চাওক।	0.90463233	True	True
6007	[[0.929319]]	No data was received (please try again)	কোনো তথ্য পোৱা নগল (অনুগ্ৰহ কৰি আকৌ চেষ্টা কৰক)	0.929319	False	True
6022	[[0.9070435]]	"""Select the search option """"Show hidden files and folders"""""""	"""অনুসন্ধান কৰ্মৰ """"আড়াল কৰা নথিপত্ৰ আৰু ফোল্ডাৰ প্ৰদৰ্শন কৰা হ'ব"""" বিকল্প নিৰ্বাচন কৰক"""	0.9070435	True	True
6157	[[0.9123479]]	Your first name and surname will be used when connecting to other VoIP and videoconferencing software.	অন্যান্য VoIP ও ভিডিও-কনফাৰেন্স সফ্টওয়্যাৰেৰ সৈতে সংযোগ কৰাৰ সময় আপোনাৰ নাম ও পদবি ব্যবহাৰ কৰা হ'ব ।	0.9123479	True	True
6257	[[0.9424318]]	Ekiga is full-featured SIP and H.323 compatible VoIP, IP-Telephony and Videoconferencing application that allows you to make audio and video calls to remote users with SIP and H.323 hardware or software.	Ekiga সম্পূৰ্ণ-বৈশিষ্ট্যৰ SIP আৰু H.323 সংগত VoIP, IP-Telephony আৰু ভিডিঅ' কনফাৰেঞ্চিং এপ্লিকেচন যি আপোনাক SIP আৰু H.323 হাৰ্ডৱেৰ অথবা চফ্টৱেৰৰ সৈতেদূৰৱৰ্তী ব্যৱহাৰকাৰীসমূহলৈ অডিঅ' আৰু ভিডিঅ' কল কৰাৰ অনুমতি দিয়ে।	0.9424318	True	True
6283	[[0.9188322]]	Unable to get the '%s' key inside the dictionary source definition file: %s	অভিধান উৎসেৰ সংজ্ঞাৰ নথিপত্ৰত '%s' চাবি প্ৰাপ্ত কৰিবলৈ ব্যৰ্থ: %s	0.9188322	True	True
6284	[[0.9397876]]	Main window size and position in the form (width, height, xpos, ypos)	ফৰ্মত মূখ্য উইন্ডোৰ আকাৰ আৰু অৱস্থান (প্ৰস্থ, উচ্চতা,xpos, ypos)	0.9397876	True	True
6350	[[0.9145678]]	The cause of the fire has not yet been known.	কি কাৰণত এই অগ্নিকাণ্ড সংঘটিত হ’ল সেয়া এই পৰ্যন্ত জানিব পৰা হোৱা নাই।	0.9145678	True	True
6716	[[0.9109434]]	"""List of active plugins. It contains the """"Location"""" of the active plugins. See the .gedit-plugin file for obtaining the """"Location"""" of a given plugin."""	"""সক্ৰিয় প্লাগিনৰ তালিকা। ইয়াত সক্ৰিয় প্লাগিনৰ """"স্থান"""" আছে। কোনো নিৰ্দিষ্ট প্লাগিনৰ """"অৱস্থান"""" জানিবলৈ .gedit-plugin ফাইল চাওক।"""	0.9109434	True	True
6828	[[0.93551934]]	He had no opportunity to get formal training.	তেওঁ কোনো আনুষ্ঠানিক শিক্ষা লাভ কৰাৰ সুযোগ পোৱা নাছিল।	0.93551934	False	True
6881	[[0.91115254]]	This computer has only %s disk space remaining.	এই কম্পিউটাৰত অকল %s স্থান ডিস্কত অৱশিষ্ট আছে ।	0.91115254	False	True
6923	[[0.9091602]]	Subjects such as Governance, Corruption, Public Enterprises, Government e-Marketplace, Health, Education, Skill Development, Agriculture, Transportation, National Integration, Water Resources, Swachh Bharat, Culture, Communication, and Tourism came up for discussion during the interactions.	বাৰ্তালাপ সময়ত আলোচিত হোৱা বিষয়সমূহৰ ভিতৰত প্ৰশাসন, দুৰ্নীতি, ৰাজহুৱা প্ৰতিষ্ঠান, চৰকাৰী ই-বজাৰ, স্বাস্থ্য, শিক্ষা, দক্ষতা বিকাশ, কৃষি, পৰিবহণ, ৰাষ্ট্ৰীয় সংহতি, জল সম্পদ, স্বচ্চ ভাৰত, সংস্কৃতি, যোগাযোগ আৰু পৰ্যটন উল্লেখযোগ্য।	0.9091602	True	True
6950	[[0.94032824]]	Connection timed out. Please try again.	সংযোগৰ সময়সীমা উত্তীৰ্ণ হৈছে। অনুগ্ৰহ কৰি পুনঃ চেষ্টা কৰক।	0.94032824	False	True
7126	[[0.9158555]]	End the selected process %s (PID: %u)?	নিৰ্বাচিত প্ৰক্ৰিয়া “%s” (PID: %u) সমাপ্ত কৰা হ'ব নে?	0.9158555	False	True
7203	[[0.9105525]]	Your financial position will get strengthened and you will feel more secure.	আপোনাৰ বিত্তীয় অৱস্থা শক্তিশালী হব আৰু আপুনি অধিক সুৰক্ষিত অনুভৱ কৰিব।	0.9105525	True	True
7269	[[0.9258893]]	It is not known as to how the fire broke out.	অৱশ্যে কিদৰে অগ্নিকাণ্ড সংঘটিত হ’ল সেয়া ভালদৰে জানিব পৰা হোৱা নাই।	0.9258893	True	True
7291	[[0.9498436]]	initgroups () failed for %s. Aborting.	%s'ৰ বাবে initgroups () বিফল। কৰ্ম বাতিল কৰা হচ্ছে।	0.9498436	False	True
7429	[[0.92121005]]	The driver and conductor of the truck fled from the spot after the accident.	দুৰ্ঘটনা সংঘটিত কৰিয়েই ট্ৰাকখনৰ চালক আৰু পৰিচালকজন ঘটনাস্থলীৰ পৰা পলায়ন কৰে।	0.92121005	True	True
7445	[[0.9090999]]	To add a such as a new phone number or email address, press and select the field that you want to add.	এটা যেনে এটা নতুন ফোন নম্বৰ অথবা ইমেইল ঠিকনা যোগ কৰিবলৈ টিপক আৰু আপুনি যোগ কৰিব খোজা ফিল্ড বাছক।	0.9090999	True	True
7463	[[0.9562539]]	Her mother was the granddaughter of Mahatma Gandhi and the oldest daughter of Manilal Gandhi.	তেওঁৰ মাতৃ মহাত্মা গান্ধীৰ নাতিনী আৰু মণিলাল গান্ধীৰ জ্যেষ্ঠ কন্যা আছিল।	0.9562539	True	True
7618	[[0.9116762]]	He was a dancer, actor, singer, film director, producer and choreographer.	তেখেত আছিল একেধাৰে এগৰাকী চলচ্চিত্ৰ প্ৰযোজক, পৰিচালক, সঙ্গীত পৰিচালক, কণ্ঠশিল্পী, অভিনেতা আৰু চিত্ৰনাট্যকাৰ।	0.9116762	True	True
7644	[[0.9385982]]	waiting for lock (held by %d%s) %s...	লকৰ বাবে অপেক্ষা কৰা হৈছে (%d%s দ্বাৰা ধৰি থোৱা) %s...	0.9385982	False	True
7660	[[0.9043698]]	Today a farmer can sell his produce online to any market in the country.	আজি কোনো এজন কৃষকে তেওঁৰ উৎপাদিত সামগ্ৰী দেশৰ যিকোনো এখন বজাৰতে বিক্ৰী কৰিব পাৰে।	0.9043698	True	True
7666	[[0.92747533]]	As a member of ICDP, scientists/engineers from India would have right to submit proposals, to participate in all ICDP co-funded workshops and drilling projects and have access to all data results from ICDP projects.	আইচিডিপিৰ সদস্য হিচাপে ভাৰতৰ বৈজ্ঞানিক/অভিযান্ত্ৰিকসকলে আইচিডিপিৰ সকলো বিত্ত সাহায্যপ্ৰাপ্ত কৰ্মশালা আৰু খনন প্ৰকল্পত অংশগ্ৰহণৰ বাবে নিজৰ প্ৰস্তাৱ দাখিল কৰাৰ আধিকাৰ লাভ কৰিব আৰু তেওঁলোকে আইচিডিপি প্ৰকল্পৰ পৰা পাবলগীয়া সকলো তথ্যৰ ফলাফল লাভ কৰিব পাৰিব।	0.92747533	True	True
7709	[[0.9490309]]	Do you want to upgrade to %1$S %2$S now?	আপুনি %1$S %2$S লে এতিয়ায় আপডেইট কৰিব বিচাৰে নে?	0.9490309	True	True
7715	[[0.9100157]]	If LED bulbs can bring about a change in the life of a common man, if it can ameliorate the environment, if it can improve Indias economy, then the government must make efforts in this direction.	যদি LED বাল্বে ভাৰতৰ সাধাৰণ লোকসকলৰ জীৱনৰ পৰিৱৰ্তন আনিব পাৰে, পৰিৱেশৰ পৰিৱৰ্তন আনিব পাৰে, ভাৰতীয় অৰ্থনীতিৰ সংস্কাৰ কৰিব পাৰে, তেতিয়াহ’লে চৰকাৰে সেই ক্ষেত্ৰত প্ৰচেষ্টা হাতত ল’বই লাগিব।	0.9100157	True	True
7737	[[0.90274966]]	Momtaz has performed concerts across Bangladesh, in Britain and in the United States.	মমতাজে সমগ্ৰ বাংলাদেশ, যুক্তৰাজ্য আৰু আমেৰিকা যুক্তৰাষ্ট্ৰত সংগীতানুষ্ঠান প্ৰদৰ্শন কৰিছে।	0.90274966	True	True
7747	[[0.90816253]]	Kartika Purnima is a Hindu, Sikh and Jain cultural festival, celebrated on the Purnima (full moon) day or the fifteenth lunar day of Kartik (NovemberDecember).	কাৰ্ত্তিক পূৰ্ণিমা (ইংৰাজী: Kartik Purnima) হ'ল হিন্দু, শিখ আৰু জৈন ধৰ্মৰ এটি সাংস্কৃতিক উৎসৱ, যিটো পূৰ্ণিমা বা কাতিৰ পোন্ধৰতম চান্দ্ৰ দিনত (নৱেম্বৰ-ডিচেম্বৰ) অনুষ্ঠিত হয়।	0.90816253	True	True
